10000 30000
0 3772 0.9467935208067533
0 6673 9.17547234170215
3772 7262 3.2014663987743033
0 761 7.848197773565384
0 3780 9.199246298846843
7262 1773 0.6424094184083013
761 7510 6.299233596587226
3772 2680 1.108093059866787
0 2306 5.636654710894905
761 9216 8.514300200912425
1773 3626 1.0487194889134879
1773 4237 2.407808641786643
2306 9006 7.896000604564457
2306 5925 0.20500480151751072
1773 3094 4.695670021862762
9006 7591 8.811387858093424
7262 4737 3.46220310139747
0 4367 4.595359957370218
9216 4057 5.919352228980995
7262 4179 1.116627571893162
4057 1288 7.161664002155439
4367 8344 7.91522259506372
1773 4624 9.053262918999792
761 2067 6.409900982961731
2680 9100 3.6183730279502964
3094 5951 7.273768061745343
5925 1548 1.940641727352213
761 7600 7.990553281726694
3772 314 1.364039435129626
4367 8322 4.414896468668764
8322 3917 6.5518793029211375
8344 5944 3.180763578253184
2306 3163 1.5593497197947295
4057 2011 6.072961948027559
4367 7297 3.751416952205326
0 4164 5.225037838561498
2306 8427 0.6674446966509127
5944 4081 8.209919500859318
7297 4027 8.601151834730894
1548 2346 3.5037794197688292
4237 325 6.441492445723355
4237 2734 7.874111690202335
1288 705 1.9746201635287357
8322 5878 6.978337610134675
314 7876 6.037646802923806
1288 1652 8.534885955052573
4164 586 9.634342402391423
4027 4626 3.066352753677095
1288 3940 1.7065718676000399
314 1604 8.773444235421678
6673 5582 5.0097136659332975
0 5460 6.423793798744294
5878 4166 2.37971270098324
4027 7797 2.2100712252131736
8322 5113 7.372403157551952
5460 6701 3.3819995849727533
586 4532 3.821526855473458
9100 9223 1.9240206709372605
0 1242 3.691889744981615
761 5251 3.643077981450961
7297 5046 1.2403739967180747
4367 148 4.460040383224145
2346 2264 5.898295285074537
1652 5452 0.5346577760246527
7262 5347 2.071316412526871
4164 4260 1.8240514305796904
3163 5361 7.216483071635788
705 1722 8.490588419806949
3917 3230 1.8675601649304985
6673 8479 1.8431665006617157
3163 8263 9.115424606962376
6673 3463 8.331312789073426
4737 9137 3.8513353033602606
5925 1996 3.4499944647217515
5951 3287 3.1202165426046875
8322 3464 3.759442478522128
586 8499 6.642996280614003
5361 7618 9.773308275716944
5113 7676 8.796039580839329
2680 6029 1.2730838643750482
7591 7191 7.969491353462987
2067 8590 5.372291641266164
586 5137 3.247720930990105
7797 4959 9.772117248906307
3917 7094 9.218034580777081
7618 3036 5.9145261367567725
1722 6294 3.012409185744219
4057 6489 3.3440379846617523
1773 1186 6.331645497505054
7297 517 8.741229769974495
5347 4750 9.687004644292697
148 1063 2.171451977642295
9216 2920 7.868185707625792
4959 1401 6.187375837879204
1288 8488 5.135276673304638
8590 8311 7.536249067937353
586 3003 5.036018983550626
1242 5003 1.8720853223357268
4750 3206 3.8013993412420835
6489 5881 4.884640847779315
2264 7143 4.790205740604705
1996 5858 4.069366098323802
7143 6402 5.881427952888599
761 4173 2.1512760152914385
9100 2060 4.57559269253437
8322 5617 4.019409756839855
4027 6297 4.307726260261374
4626 8169 5.7565668289093095
6297 6603 3.8036628173279725
8479 5070 0.9391132684787362
8311 527 0.9318786786569307
6701 144 5.236325133447289
314 9709 5.8812260248311965
1242 4344 5.1713946733560086
705 710 4.318413201469159
1242 478 4.381806061779204
586 6081 8.064594206405253
2346 2967 2.8028927101602563
7262 5472 1.8777007369154401
314 3016 2.7296862936691424
2306 6743 3.6550200583384256
9216 6232 3.0157264317704255
5452 7458 5.176630795835358
8590 8859 0.8737742020200611
7297 3328 9.273398600180757
4237 6976 1.2740200303968179
1652 641 0.4789857134644532
5582 1162 3.40420263146459
4959 6379 2.575234065181644
8479 6246 1.9873601226945372
7297 8494 9.984210468564124
4260 960 0.18448539617473786
3464 6384 2.8902681756083495
6489 4448 7.852969715511344
6402 3641 9.463568573571807
7262 282 4.772839538570502
8494 6945 9.893818804141054
4081 9318 8.668114596123266
9223 4424 2.3465703931527226
4166 7984 4.79693869288161
960 1244 5.9113360284354455
1244 3536 7.600450862500886
2967 3423 3.4725297640260857
1288 4910 3.199440851609681
4626 9406 4.345050443889926
5617 6657 2.1748890596847232
710 4026 8.544146836762305
7510 6290 3.809531656470948
4026 7897 8.750127086569531
7618 4444 9.439204611661062
6673 3860 5.0480220915598695
517 4934 3.4642401943531427
6297 5035 4.314621547527996
6402 2746 7.652131648425532
6945 362 3.0664083624496095
4444 9529 0.3300744192228949
2680 7872 9.229227486084653
4027 7295 9.774709003650484
4959 9474 5.725089759643444
2746 7006 9.146146733444846
6657 9804 8.682753079904394
3003 5445 2.1216257236306175
5881 170 0.7307215563316394
5003 83 1.964552913608393
1548 9696 3.35552949039786
710 573 6.426132727846231
8499 4909 1.0230909153602588
5951 3915 6.781366824908383
7876 6191 0.417385625705873
2746 7036 4.937271893513956
586 8077 2.0700874752399416
5003 7961 2.9097944441313577
1242 9472 2.981944733334645
4448 9871 0.7927963830617847
5925 384 3.7496574300040577
6673 4180 1.8010745967555304
2060 7592 3.971942203154049
7600 2465 1.3784629233992458
6297 9000 4.834686309524725
4737 7784 3.951029688533082
5460 3207 1.3863296055603458
5460 3453 3.166596045187016
3207 419 6.68144719079377
2346 2072 6.076723542015289
7676 4038 5.916170338611535
