1000 5000
0 873 4.559986675715254
873 507 2.9834669614071734
0 895 2.952238406977524
507 354 7.0595768251278
895 34 0.8046796255194447
873 711 9.246719340377233
711 86 7.933352675945119
895 932 4.308875764431695
932 265 2.3256135576336363
507 365 9.0932733076048
507 654 0.8069573848725601
507 959 7.947022805700875
265 674 7.514681448489271
265 578 9.219806036779618
86 495 1.3311012159296116
265 586 7.027363481259601
932 562 5.054674553467463
495 50 4.43381274935882
873 528 8.905286603995291
365 248 6.076765045364515
0 882 1.0041361776467537
882 309 8.375990277671194
50 350 5.912517023926855
0 467 9.995766927086768
882 630 8.232070328057997
50 343 0.4982935641317001
467 328 1.8343882065859292
586 190 6.549943945393495
932 398 1.8967425575089467
50 770 4.41526137206233
343 178 4.9680854416910325
34 394 4.753102910107481
343 818 3.399753097284411
711 537 8.591557634563491
882 196 4.175286388899157
178 596 2.953356174078412
630 684 8.15430374390593
196 720 0.46330159010571603
34 54 3.2137198559846625
248 426 1.247623854166483
630 57 8.662614782113602
0 565 6.610837826182976
537 837 4.673565815323226
895 682 1.9570671598058187
350 754 6.264075338756942
178 203 6.291546547235589
895 201 2.1152265596677116
196 150 1.397030966609421
50 462 4.437349341216544
682 114 4.898646789804981
873 283 9.734153476634773
720 995 8.01320595941726
754 19 1.6679438216718008
196 189 0.23537719821400083
343 625 1.0227710926870732
19 428 9.138005796993262
398 337 9.475901349357626
57 852 8.338217420312121
178 410 9.333265293347633
50 511 5.137832949188166
562 771 4.213354395059995
770 299 9.804421862773417
495 616 4.622186080049904
50 257 3.8975015311467844
562 789 8.653866650843023
196 230 7.74948381350235
19 334 3.4647649068315256
257 17 2.7450093643623577
0 185 2.900105934499984
720 2 8.391011633803572
299 39 8.666079887532401
337 252 5.431947719268349
682 843 3.391155561536419
185 772 3.8343795367174716
57 839 8.709056664017279
770 436 5.7607966556505215
398 545 8.574528462275044
995 848 0.532108261063289
511 77 7.081756022147525
150 911 3.9221796496607255
528 362 5.003753631202593
354 806 1.349838071112948
839 724 3.3867475689205015
959 745 8.754484703137653
428 510 1.0871458076455864
852 451 0.25194121936108027
50 532 4.158788335489008
724 335 9.702572261006951
265 538 4.747956949748846
818 25 3.451756217109174
335 669 4.035084906469157
365 681 8.532476394271844
451 628 8.60748762326584
150 291 9.545981966964494
911 35 7.215302509707532
299 633 8.736591872245508
354 242 6.2128486698669585
770 419 6.348494066860941
596 780 9.974516637266532
35 764 0.9947553746127896
959 671 7.627659960643228
25 756 8.738534402810197
428 939 1.7470113886193293
720 867 9.04389821429981
34 996 3.3113092011348924
86 749 3.004340982055567
201 387 4.363799199768461
178 602 5.358546549672724
252 488 6.849823676392009
350 680 1.7828381257741641
365 300 6.133968690196514
150 744 6.235132648520412
770 232 5.026905798442716
772 29 1.5168654292722457
410 473 6.415255846935328
852 819 2.6277344107756253
873 331 8.999194463833177
410 199 9.021973293628943
451 626 5.511321562260081
265 902 4.473124857677763
682 486 9.877751782662866
720 448 6.42549315336412
189 660 6.934103773355278
852 797 8.468508858911727
630 186 9.993798298451773
488 650 4.883759804486239
770 606 3.8755065468105276
669 361 5.790638108768586
839 949 0.31720201880969356
671 871 2.817355763764455
959 735 9.115107841815234
606 836 8.345105106764565
843 860 7.77983569807347
852 375 6.109943481826233
25 151 2.268144935388244
150 175 6.2468225149900105
196 67 6.319656226500293
365 355 3.1584355511310975
744 710 0.4303088593317611
628 683 7.350361702598459
350 920 9.105315341961335
724 618 7.500060562889878
682 330 2.0878684670357543
355 490 8.776959907395742
628 497 5.355438499657572
185 741 8.321678933717234
789 393 9.14908464002929
660 407 9.67710235405144
839 290 7.490937572098746
451 382 8.061902132184656
626 840 9.632643599401888
596 804 7.566099781307221
